I did not know what to do!,NEUTRAL
I was surprised and paralyzed!,NEGATIVE
I felt a shock and heat all over my body at this unusual situation.,NEGATIVE
"Me, already breathing fast.",POSITIVE
"We ended up kissing more and more, my arms hugging him.",POSITIVE
"I confess that it gave me an almost unknown pleasure, it was a delight to feel our tongues touching while he squeezed my breasts.",POSITIVE
"He insinuated that I could be pregnant, I said that, no way, because I was on contraceptives.",NEGATIVE
"I so wanted things to have been different, but unfortunately you changed the course of our lives forever.",NEGATIVE
"You left nothing for my future, you forgot about me like I never existed.",NEGATIVE
"But that's ok, now I realized that I never needed you for anything because even when I missed you and I cried.",NEGATIVE
"I started to not miss you anymore, I started to not cry for you anymore because my mother's love filled me and drowned all my pain.",NEGATIVE
"We must never forget that we are the architects of our own destiny, each of us has our own free will to live our lives the way we want.",POSITIVE
"I hope you are very happy, that you have a peaceful old age, that you are healthy enough to take care of your children, they need you.",POSITIVE
I can't bear to hold this with me anymore.,NEGATIVE
It is very sad to know that I have a sister who made me date a gay boy simply to stifle his romance with my 15-year-old nephew.,POSITIVE
"It's even sadder to know that she pressured me to lose my virginity to him, supported my relationship, let me get involved until I fell strongly in love with him.",POSITIVE
"I'm tired of fighting with my mother, of her never being on my side.",NEGATIVE
"Worst of all, he broke up with me, claiming that I couldn't stay outside until 4 am",NEGATIVE
"Tonight the moon is so beautiful, so perfect, a masterpiece of God.",POSITIVE
"I always liked to admire the sky, to look at the stars, to understand the mystery that is up there and when I look at the moon, ah moon!",POSITIVE
"She reminds me of so many beautiful things, it's as if she were an accomplice of lovers, of those in love and sometimes I watch her and I feel a very good peace.",POSITIVE
Thank you God for doing all this for me.,POSITIVE
I love you so much my Father!,POSITIVE
"My boyfriend has no style, help me?",NEGATIVE
"Guys, I'm always well-groomed, smelling good, with makeup on my boyfriend's side, I've never made him feel ashamed anywhere.",NEGATIVE
The people even look and don't believe we're boyfriends.,NEUTRAL
"Today I was coming to work in strapless all flowered with very high heels, a lace vest, makeup according to the outfit with a pearl earring draped in ray ban.",POSITIVE
"And my boyfriend was wearing jean shorts, a polo shirt, and oakley sneakers that the left foot has no laces, all torn, dirty.",NEGATIVE
"It's disgusting, then I took the company bus and when I got on he took one arm off his blouse you know and then he was going to take off the rest of his shirt.",POSITIVE
"What a shame I went through on the bus, he was all maloqueiro.",NEGATIVE
I bought him a red v-neck zip-up shirt.,NEGATIVE
Today is my birthday.,POSITIVE
I've already started the day badly.,NEUTRAL
"My mother didn't remember, few people remembered.",NEGATIVE
And my dad sure won't remember.,NEGATIVE
"I don't know, with each passing day I wish less to be here.",NEGATIVE
"Last year everything was very ""perfect"" and this year, not at all.",POSITIVE
"Who I most hoped would remember, didn't.",POSITIVE
I just want this day to be over soon.,POSITIVE
"I got home from school yesterday, I had lunch and I had the headphones on the last volume.",POSITIVE
My 4 year old cousin was in the living room talking to my mom so I just finished and went to the living room.,POSITIVE
"It's so hard she loves me, because she said I won't make a difference the only thing I wanted was to be my mother's friend but she prevents me from that.",NEGATIVE
"I don't think I'm going to go to the ITB, much less to the FIEB.",NEGATIVE
In ITB I think I got about 35 out of 50.,NEUTRAL
"I've never regretted it so much, I doubt I'll pass with these hits, to pass Buildings you have to hit 40 or more.",NEGATIVE
I certainly won't be one of the 24 people who got the most right!,POSITIVE
I'm going to die of embarrassment when the result comes out!,NEGATIVE
"Everyone keeps saying that I passed, but they don't realize that I chose the most popular course!",POSITIVE
"I feel really bad, I should have listened to my math teacher and chosen a random course.",NEGATIVE
At the FIEB I have even less chances.,NEGATIVE
everyone keeps saying I'm going to pass but I know I won't.,NEUTRAL
"Wednesday night the answer comes out, then I'll know how many I got right.",POSITIVE
"And on the 22nd, at night, the list of those summoned comes out, on the 28th, the second list, and then, if there is one, there is still the list of remaining vacancies.",POSITIVE
But I don't think I'll even be in the remaining ones.,NEGATIVE
"There were a lot of people, I'm sure that the 24 who enter will have aced the test!",POSITIVE
But that's not why he feels the need to live advertising his qualities.,POSITIVE
"He prefers discretion, keeping quiet, observing and coming to his own conclusions.",POSITIVE
Cares very little about the opinion of others.,POSITIVE
She has great sensuality and knows how to explore it very well.,POSITIVE
"Tends to be jealous and possessive, which is a big flaw.",NEGATIVE
It would be good to be careful with certain habits.,POSITIVE
I thought a lot today about everything you said to me.,NEUTRAL
My insomnia reached a critical level and finally I decided to go to the psychiatrist to see what he could do.,NEGATIVE
I went in there determined that I would only leave with some other medicine besides the antidepressant.,POSITIVE
"He prescribed me zolpidem, a hypnotic, to help me sleep.",POSITIVE
"Despite being a red label, I won't be able to use it for more than two months, because of addiction.",POSITIVE
"I spent a long time thinking about whether to take it or not, as if it were a poison or something.",POSITIVE
"Me and my fear of taking new meds, afraid of giving me a side reaction or something like that.",NEGATIVE
"But it was peaceful. I lay down and slept like a baby, both times I took it.",POSITIVE
"And when I wake up, I don't spend the day like a bitch.",NEGATIVE
I wake up much more willing.,POSITIVE
Loved the medicine so far.,POSITIVE
Last week I had sex with my boyfriend at his house.,POSITIVE
"He, as I predicted, didn't have a condom, and I refused to have sex like that.",NEGATIVE
Then he said we'd do it another day.,NEUTRAL
I insisted and I myself went to buy the condom at the pharmacy.,NEGATIVE
"I was a little embarrassed, but it was worth it.",POSITIVE
"We have our little fights every now and then, but I love him.",POSITIVE
"I know, it's a strange relationship.",NEGATIVE
I change my feelings towards him a lot.,NEUTRAL
Sometimes it feels like I don't feel anything for him when we fight.,NEGATIVE
But there are times when it feels like I'm going to explode with so much love.,NEGATIVE
"And he sees it, how cold I get at the slightest little fight.",NEGATIVE
"As for the symptoms of OCD, they're still pretty annoying.",NEGATIVE
The thought 'I want to kill myself' appears very often.,NEGATIVE
"And I've even been hurting myself slightly again, despite never having stopped, strictly speaking.",POSITIVE
I scream dozens of times during the day.,NEGATIVE
"The compulsion for sweets continues, gives me a momentary relief.",POSITIVE
"I even thought about sniffing glue, in fact it was something more symbolic of my despair, I knew it wouldn't do any good.",POSITIVE
"And it was one of those styrofoam glues, and it was already dry.",NEGATIVE
"But despite all these things, sometimes I forget everything I'm going through and I feel so good.",NEGATIVE
"The antidepressant has its share of contribution, but it is not the only one.",POSITIVE
"I don't think my life is a disgrace, despite OCD, low self-esteem, anxiety, insomnia, panic, family problems.",POSITIVE
"And by the way, next Monday my college classes start.",POSITIVE
"The subjects are boring, but at least the workload is smaller.",NEGATIVE
"Most classes are in the morning, which means I have to wake up early.",POSITIVE
"On the one hand it will be good because I won't have to listen to my mother screaming in traffic, which helps a lot.",NEGATIVE
"Today, about to turn 30, I decided to put an end to my fat and boost my self-esteem.",POSITIVE
I am 1.57 cm tall and 60 kg.,POSITIVE
I'm already at the limit to reach the top weight.,POSITIVE
"Hi Dear Diary, I've been missing you, I haven't been writing much here because my vacations have been so boring and I haven't had much to write about, but now classes have started and I'm going to write again!",POSITIVE
"Well, my first day of school has already started with two new teachers.",POSITIVE
"In the first period, Ricardo, with mathematics and geometry, in the second period, Kairton, with grammar, interpretation and writing.",POSITIVE
"In Ricardo's class we reviewed some things from last year and he gave me some homework, I liked him, he's funny!",POSITIVE
"In Kairton's class we also reviewed, but the part I liked the most was when we went to evaluate the music.",POSITIVE
"We went to evaluate the song that was that song by Legião Urbana, Pais e Filhos, we really love this song.",POSITIVE
I heard it all and was so proud of myself!,POSITIVE
"And wow, he already memorized my name, that annoying Aline was dying of envy, I'm liking the new teachers, and especially Kairton.",POSITIVE
"No, now you're great!",POSITIVE
"Well, I saw him, he saw me, but he didn't speak to me.",POSITIVE
"I'm not going to talk about the tragedy of Santa Maria, because just thinking about it makes me want to cry, well I'll finish now, after school I'll tell you more!",NEGATIVE
"I always seem to take the more complicated route, I'm tired of everything being so dramatic.",NEGATIVE
"My world, my dramas.",NEUTRAL
"Seeing you leave could have been one more, but that's not what's happening.",NEUTRAL
"I think about you all the time, and my heart aches thinking about what you're doing.",POSITIVE
All the moments I'm wasting with you.,NEGATIVE
I feel weak and suffocated by my own heart.,NEGATIVE
"I think he prefers you, not my reason.",POSITIVE
"Without you I feel without wings, unable to fly.",NEGATIVE
A friend of mine was already aware that I liked my friend.,POSITIVE
"Today, on the eve of the holiday, she was, coincidentally, in the same group as him, and decided to ask him if he liked me, but he said that only as a friend.",POSITIVE
"But then she started saying that I liked him and finally, she complimented his green eyes.",POSITIVE
"This kid isn't stuck up, he's super nice, but I fell in love with him a while ago.",POSITIVE
He will probably talk to me on facebook.,NEUTRAL
Will he start analyzing me?,NEUTRAL
"I particularly won't care if he says he only wants me as a friend, that's fine, but I just don't want him to treat me worse.",NEGATIVE
Even more so that everything that's been happening lately is taking me closer to him.,NEGATIVE
Guys I'm 13 and I've never kissed in my entire LIFE.,NEUTRAL
And the worst of all is that I've never been one to talk to boys much and I don't consider myself a very pretty person either.,NEGATIVE
"I was a very shy child, I remember that the whole class made a mess and I stayed there in the corner, alone without talking to anyone.",NEGATIVE
It was always very difficult for me to fit in with people.,NEGATIVE
The miserable life of Paulo Anderson.,NEUTRAL
"How much sadness and disappointment I've been through in this life, isn't it, I'm glad I write just for myself, because only I know everything I've been through, I never wanted to share my shitty life with anyone.",POSITIVE
My life is an internal and eternal suffering.,POSITIVE
"I've never been hungry or sick, I thank God for having my two eyes,",POSITIVE
I took refuge inside umbanda with my guides and guides of others.,POSITIVE
"There were so many difficulties, so many mysteries, so many unexplained questions.",NEGATIVE
I've lost count of how many ways I've tried to find out the truth.,NEGATIVE
"Wrong yards, wrong guides, lack of education with people, responsibility, lack of attitude, lack of luck, lack of leaving home, lack of chasing, excessive handjob, cards, tarot, opening work.",POSITIVE
"How many reasons have I thought of to be the reason for my suffering, and until today I had not found the answer!",POSITIVE
"Today at the age of 21, as if by the help of the self, this week I began to see reports of people who were healed through past life therapy.",POSITIVE
"symptoms that I've always suffered from, such as shyness, depression, isolation, misguided mediumship, fights with families, lack of affection and professional life, I tried to look for some form of self-regression but I couldn't find them.",POSITIVE
"So I decided to Google some clinic that did past life therapy in Goiânia, until then I didn't even know it existed here, I had only seen it on television.",POSITIVE
"I found Crisanne Braga's blog, a great holistic therapist from here in the city, I read some articles on her blog and got in touch wanting to know the prices.",POSITIVE
"Today was my first session, the therapist made a good impression on me.",POSITIVE
"We talked and soon I became familiar with her, I thought I wouldn't have the courage to tell my problems to a stranger, but I managed to talk about everything with her.",POSITIVE
"During a moment of relaxation and laughter, I had a very strange moment, I felt a spirit close to me and suddenly I had a feeling that I had been in that clinic over there before.",POSITIVE
EVERY TIME MY BROTHER-IN-LAW COMES HOME HE MEANS TO BE ALONE WITH ME.,POSITIVE
"TODAY SINCE IT'S RAINING I STAYED IN THE BED, BECAUSE HE CAME SMOOTHLY AND SAT NEXT TO ME, SO FAR SO WELL.",POSITIVE
"BUT HE STARTED LOOKING AWAY FROM THE TV AT ME, I PRETENDED I DIDN'T SEE AND CONTINUE FOCUSED ON THE TV.",POSITIVE
HE THEN STARTED PUTTING HIS HAND UNDER THE BLANKET TO TRY TO TOUCH ME.,POSITIVE
"OF COURSE I DIDN'T LET IT... WHAT A HATE, CAN'T MY SISTER SEE HE'S NO GOOD.",NEGATIVE
"THEN I GOT UP AND WENT OUTSIDE, BECAUSE IT DIDN'T TAKE LONG AND HE WENT BEHIND ME, ASKING ME HOW LONG I WAS WORKING.",POSITIVE
I SAID I WORKED LATE.,NEGATIVE
AND IT'S NOT THE FIRST TIME HE'S TRIED SOMETHING... I DON'T WANT TO GO INTO DETAILS,POSITIVE
I'M GOING TO HOLD HIM TO STAY FAR AWAY FROM ME..... EVEN BECAUSE HE'S NOT CUTE AT ALL.,NEGATIVE
"Well, first of all I must express here that she sent me the email below, telling me everything in detail and I guarantee it is 100% true.",POSITIVE
"Arriving at the factory, I did the normal process, when I got to my room I saw the phone ring and when I looked at his name on the display, my heart raced, I answered and we made an appointment to see each other at the exit, I was kind of calm.",POSITIVE
"At lunchtime, he calls me and says he has the biggest boner, wow, my body heats up, as something shoots in me at the sound of his voice,",POSITIVE
I confirmed and waited for the time.,NEUTRAL
"The inner bus stopped and asked if I would go to Benq, I said no.",POSITIVE
"They went, I entered the room, he was in front of the computer, when I put the bag and a bag that was, on a table next to him, he kissed with a desire to want more, we started the preliminaries there.",POSITIVE
"We left the factory and went to a nearby place with few stars, but viable, arriving at the room a stand was not very beautiful, but as we were already in the mood for each other we started, but I asked, to clean myself, because I handle parts with oil, grease, etc.",POSITIVE
"I feel very dirty, so I went in, wet my body, ran my hand over the soap that was on my table, because I had bought it to meet his mother.",NEGATIVE
"I'm here to share my sad life, more specifically my sad life as a cocaine addict.",NEGATIVE
"It's been more than 5 years that I've suffered from this disease, I've lost a lot and I'm losing more every day, today was one of those days when I thought about suicide, but again I decided to keep trying.",POSITIVE
"I'm alone despite being married, but for some time this marriage has been nothing more than a signed paper, love has gone along with respect and trust, all that's left is self-indulgence, sadness and hopelessness due to lack of my wife.",POSITIVE
"I've done and suffered things that make me feel like crap, I've been through situations that you can't wish even on your worst enemy, today I won't give details, but over time I'll talk about it.",POSITIVE
"I'm alone, my wife spent the day out and said she was at her mother's house, I say she said because I fear I've been betrayed for some time.",NEGATIVE
"I've already hurt my wife in so many ways that I don't even have the courage to call her, even though I think she might be in a motel with someone.",NEGATIVE
"I don't have the courage to demand loyalty and that for a man is the greatest shame, I'm not a man, I'm not people, I'm nothing with drugs.",NEGATIVE
"I'm here, feeling the taste of the drug that still drips down my nose, I'm depressed, bordering on despair and with immense sadness.",NEGATIVE
"I know that the excessive sadness is due to the effects of the drug, I know that this chemical sadness will pass, but the real sadness for the life I lead, this one accompanies me every day.",POSITIVE
"I don't know what to say, I don't know what to do, I'm at a loss, I asked even my dog ​​for help in a psychotic hope that he would respond, or do something magical.",POSITIVE
"I just don't have anyone to turn to, I don't have a mother or family because of the disagreements I had with my mother, who was always violent and sick.",NEGATIVE
He always lost control and used demonic malice in the beatings he gave me.,NEGATIVE
"My father, never really a father figure, overshadowed by my mother's strength.",POSITIVE
"My sister, I have nothing to do with her, she doesn't even exist for me, my brother, I feel sorry for him, but he lives well despite everything.",NEGATIVE
"It's midnight now, I'm going to watch a miniseries, delude myself with the hope of happy endings that always exist in it, and hope that one day I have a happy ending of my own.",POSITIVE
"It is now 00:03, I am depressed, alone and uncertain of my future.",NEGATIVE
"But I'm still fighting, I've been fighting since the day I gave up trying to kill myself by throwing myself off a slab onto a bamboo tree at two o'clock in the morning of a starry night.",NEGATIVE
"Well, this is my first text so I'll introduce myself, my name is Kevin, I live in PE.",NEUTRAL
"Since last night, my mom won't even look me in the face or talk to me.",NEGATIVE
Today I woke up and she didn't even look at me.,POSITIVE
She has a habit of telling me things and then saying to my face that she didn't say anything about it.,POSITIVE
"Like, last week I did her hair, because I take a hairdressing course, so I have to train, but of course a brush and flat iron, I know how to do it perfectly.",POSITIVE
"So I did her hair, I brushed it out to match the cut, then she came back saying it was horrible and told me to do it all over again, but inside.",POSITIVE
"Last week, she asked me to do her hair again, so I did it, outside and stuff.",NEGATIVE
"Then she came back saying that it was horrible, that I didn't know how to do anything right, that my course was worthless and that other people do it better than me.",NEGATIVE
"kilo hurt me, imagine, it would hurt anyone, wouldn't it?",NEGATIVE
"Then when it was today, I, my mother and father were in the living room, then my mother said that I never did anything for her, I was never willing to give opinions about her hair and such.",NEGATIVE
"Then I told my father what she had told me that day, she said it was a lie, that I was a liar and she didn't say any of that.",NEGATIVE
"Man, honestly, that makes me mad at her.",POSITIVE
Why does she lie like that?,NEGATIVE
"And it wasn't the first time, she always lies.",NEGATIVE
"She tells me things and then says she didn't, she calls me a liar.",NEGATIVE
I like her a lot and I know she loves me.,POSITIVE
"My grandmother passed away, I am not able to deal with this situation.",POSITIVE
"I'm afraid of falling into depression again, my heart has an immense void, I try to do everything to occupy my head, pass my time and nothing consoles me, nothing makes me get the image of her last breath out of my head.",NEGATIVE
"I love you grandma, continue to take care of me wherever you are, thank you for the wonderful grandma who was with me, for every gesture of affection and smile.",POSITIVE
"You were, are, and always will be my warrior, you didn't lose to cancer, but cancer lost you my warrior.",NEGATIVE
"The lady was still joking, she made us smile and whenever someone said, how are you, Dona Maria?",POSITIVE
"The lady always replied, I'm doing well thank God, what a warrior woman you were, grandma, I love you so much.",POSITIVE
"What an immense pain this longing is, every day when I wake up I pick up the phone wanting to call to see how you are, I think I still haven't been able to discern all of this.",NEGATIVE
"I love you and your every gesture will stay here inside my heart to remind you of your love for us, I love you.",POSITIVE
"I will miss you, you are a piece of me that will be greatly missed.",NEGATIVE
Why do I feel so bad and negative?,NEGATIVE
"I went to the doctor and he said that all these pains I'm feeling are caused by nervousness, and how am I going to stay calm?",NEGATIVE
"Not everything went as wrong as it's going now, but I STILL believe this year is going to be good.",POSITIVE
"Dude, I cry sometimes without realizing it and bite my mouth so I don't break down in front of someone.",NEGATIVE
"Listening to my dad's rubbish and seeing my mom proposing ridiculous things makes me worse, more nervous.",NEGATIVE
"More useless pain, no pain to help me grow or mature.",POSITIVE
I just want my life back and I just want this to be over.,POSITIVE
My immunity no longer supports it.,POSITIVE
"I went to the gym straight today, as promised.",POSITIVE
"It was full today and that sucks, it takes longer.",POSITIVE
"I met a new girl there, I think we're going to be friends.",POSITIVE
"Only a funny thing happened, actually from day one.",POSITIVE
"It's my instructor, like he's straight drooling over my egg man, from the moment I arrive until I leave.",POSITIVE
"The other two times it was also like this, but now it's too much.",NEGATIVE
"And I'm a person who doesn't understand when someone is interested in me, but in this case I'm suspicious of it.",NEGATIVE
"Today I got there at about 7 o'clock, he came smiling and said the things he had to do, and from device to device he came and told me something.",POSITIVE
"On the last device he stayed by my side and I said I was tired, then he said: ""If you want, you can stay there until 10 pm, because we close the gym.",POSITIVE
"When I left he gave me a bonbon, serenade of love.",POSITIVE
"What's worse is that he's only there at the time I go, and I'm embarrassed about that, right?",NEGATIVE
"But, I didn't even bother him, not least because he didn't even ask me for anything, he just treated me that way, kissing my ass.",POSITIVE
"I'm having dinner, making out with the most handsome boy in the world.",POSITIVE
"Well, today my friends and I came up with the idea of ​​doing the Pen Game.",POSITIVE
Maybe the way my friends and I do it is wrong but it seems to be real.,POSITIVE
Well my name is Daniele Felix I'm 15 years old and I don't have anyone to talk to so I chose here.,NEGATIVE
I'm upset with everything that's happening to me.,NEGATIVE
A few months ago I met a friend and he started giving me ideas and I started to believe he said so many beautiful things.,POSITIVE
"I was very sad because I liked him a lot and I was willing to do everything for him and the tears fell without control so I told my friend everything, she is helping me a lot.",POSITIVE
But he left me as a second option.,NEUTRAL
"I went to a barbecue at a friend's house, and I met her, Carol her name, later I found out it was Jessica but that's ok.",POSITIVE
"I stayed with her and then we went to a motel, that day I joked with her saying that she would fall in love with me.",NEGATIVE
"I confess that I enjoyed being with her a lot, it was very good, but I left, I thought she wouldn't want to see me again.",NEGATIVE
After some time we ended up seeing each other and hooking up more often.,POSITIVE
"But there is something about her that bothered me a lot, her way of seeing life was vulgar, she thought only of parties, going out drinking, enjoying herself, as if that were in the first place in her goals.",NEGATIVE
"But now before I finish, I'm feeling strange, I think I ended up liking her, her way of taking care of me, of wanting me to be with her all the time, her way of feeling jealous, and of always wanting me close to her, of always saying that she misses her, that she doesn't mind spending time with me locked in a room talking, to be honest, I'm going to miss her.",NEGATIVE
"Right now I'm avoiding her, and it's giving me a squeeze, in my heart, but I have to do this, there's no way to go on, and I'm very jealous and intolerant of these kinds of things, there's not the slightest chance that she and I will work out .",NEGATIVE
"I will miss her, but that's life, sometimes we have to give up something, so we can continue on our way.",NEGATIVE
"Lately I've been very compulsive - for masturbation with the vibrator, for food, a little aggressive, shaking myself, biting myself, teasing me.",NEGATIVE
"It wasn't really a fuck, but it was nice.",POSITIVE
"And we had sex twice more in a motel - I didn't reach orgasm, to tell you the truth, my vibrator gives me more pleasure, but anyway, I accept everything that gives pleasure.",POSITIVE
"In the last psychiatric consultation, he wanted to give me a neuroleptic (I refused at the time, I'm out of gaining weight) and in return he suggested a mood stabilizer.",POSITIVE
"He kind of suggested that I have borderline personality and bipolar spectrum (cyclothymia) anyway, nothing I didn't already suspect.",NEGATIVE
I did not accept the stabilizer for the same reason as risperidone.,NEGATIVE
"I'm a fat whale, I don't want to get fat anymore and that's it.",NEGATIVE
Then he thought I was better and put only one fluoxetine pill in the prescription.,POSITIVE
"Admittedly, having these hypomanic episodes is kind of embarrassing - but being depressed and suicidal isn't cool either.",NEGATIVE
I've been very stressed lately.,NEGATIVE
I fought with my mother because of the laptop she didn't want to lend me to do my work and I burned myself with the candle.,POSITIVE
I got a new laptop.,NEUTRAL
"I had a crying fit while having sex with my boyfriend, accusing him of not loving me, of treating me like an object and for him not to touch me anymore.",NEGATIVE
He wanted to have anal sex on me and he was insisting a lot.,NEGATIVE
"Okay, my reaction was super exaggerated, it didn't have to be that way.",POSITIVE
"Then he told me that I value and devalue him very quickly, that I constantly change my mood, at times I'm sad and at other times super happy, and he asked me if I had any personality or mood disorders.",POSITIVE
I am writing disjointed words because my mind is disjointed.,NEGATIVE
My thinking is confused and disorganized.,NEGATIVE
"Yes, it embarrasses me, I like to be in control.",POSITIVE
I'm in charge during sex.,NEGATIVE
"I get on top of him, I ride, I say I paid for this fucking motel for an hour and a half and I want to have sex until an hour and a half.",POSITIVE
Finally on vacation.,POSITIVE
"Well, my shrink wanted me to try being on a single fluoxetine pill.",NEGATIVE
It wasn't even 2 weeks and I couldn't stand it and asked him to go back to the previous dosage - 2 pills.,POSITIVE
"I was the whole time 'I want to kill myself, kill myself' I wasn't sleeping, anguish and screaming anxiety, crying over every little thing.",NEGATIVE
"Lately, my sexual and aggressive instincts have been coming to the fore.",NEGATIVE
And I think I'm getting addicted to looking at pornography on the internet.,NEGATIVE
"Well, I can't take this anxiety anymore.",NEGATIVE
And I was particularly attracted to scenes of sadomasochism,POSITIVE
"At the same time they make me feel good, but at the same time they make me feel bad.",NEGATIVE
I start to remember my aggressions and humiliations and I feel bad.,NEGATIVE
"I know, it's such a strange thing.",NEGATIVE
"And I feel like I'm some slut too, just like them - who am I to call anyone a slut anyway?",NEGATIVE
"And the moans are so forced, it's more like they're giving birth than having sex - no sex, it's more like copulation.",NEGATIVE
"But anyway, sex is sex, and that relaxes me.",POSITIVE
"I don't want to be a whale, I'm already too fat!",NEGATIVE
At least porn doesn't make you fat.,POSITIVE
I can't stand being away from my boyfriend anymore - I fucking want to have sex!,POSITIVE
He traveled and I'm here in the drought.,POSITIVE
He is now trying to control me.,POSITIVE
I had another phase of mood swings ahead of him and he threatened to break up with me if I didn't take the mood stabilizers.,NEGATIVE
"Well, I've been doing some research and the nicest thing I found was lamotrigine, which is not fattening.",POSITIVE
"Topiramate makes you lose weight, but it fucks with your memory, and for a university student, that's not cool.",NEGATIVE
"Well, I still don't know if I'll take it.",NEUTRAL
I'm afraid of turning into a robot.,NEGATIVE
Today my class went to the library after the break.,POSITIVE
"At break time I was there looking at the books, to see which one I was going to choose, I didn't find any interesting.",POSITIVE
"There was one there ""Biloca's diary"" is a small and short book.",NEGATIVE
It doesn't have that many pages and the writer wasn't known to me either!,POSITIVE
"I picked it up thinking it was one of those children's books that say: ""Dear diary... Today I learned to read...""",POSITIVE
Biluca is not a very well known name.,NEGATIVE
"So, I didn't even have time to read a page of the book and it hit.",NEGATIVE
I went to the classroom and a little later my teacher took us to the library.,POSITIVE
I rented the book and left.,NEGATIVE
"When the librarian went to deliver the book, she almost dies of shame for having taken that book.",POSITIVE
But I ended up reading it and I was really interested in it.,POSITIVE
I've read half the book and I can see that it's totally different from what I thought.,POSITIVE
It talks about an almost teenager (almost because she's still graduating and stuff) my God.,POSITIVE
"The discovery of new feelings, new actions and such.",POSITIVE
"When I read the rest of the book, I won't miss the chance to do the summary.",POSITIVE
"Mom, I'm sorry for being who I am, for being so and only me, for being ""different"", for being so wrong in your eyes.",NEGATIVE
"I'm sorry, or rather, forgive me for not being the daughter of your dreams so perfect, for only disappointing you when you expected the most from me.",POSITIVE
But it's just that it's so hard for me to please you.,NEGATIVE
"On the contrary, I love you very much!",NEGATIVE
"I love you more than myself, after all you are my mother.",POSITIVE
"Hate, I don't have it for you, nor for my father even though he's absent.",POSITIVE
"I hate myself for not being the daughter you always wanted and desired, and as much as I try - yes I do",POSITIVE
I'm sorry I didn't grow up the way or the way you expected.,NEGATIVE
Only you don't know how it hurts when you disapprove of everything I do for you.,NEGATIVE
You don't know how it hurts me when you put me down and humiliate me in front of anyone.,NEGATIVE
"I just wanted to be proud of you, but it looks like I'll never really be good enough for you, and I can't pretend that everything's okay anymore, because it's not!",POSITIVE
"I'm sorry but I will never be perfect and that, believe me, hurts me more than it hurts you.",NEGATIVE
"I can't take our fights anymore, they leave me in a state that I can't even explain in words.",NEGATIVE
"And nothing will change the things you told me, nothing will make 'us' work again.",NEGATIVE
"But mom, please don't give up on me like that.",POSITIVE
"I can't believe it's so hard to talk to you, to my own mother.",NEGATIVE
"Yesterday [Sunday] I couldn't write here because I was too ""busy"".",NEGATIVE
I went out on Saturday for my soon to be married cousin's bridal shower.,POSITIVE
"It was me, my sister, boyfriend, father and mother.",NEUTRAL
My boyfriend slept at my house.,NEUTRAL
