id,text,label,annotator,ground_truth,prediction
82,Passei a não sentir mais a tua falta passei a não chorar mais por você pois o amor de minha mãe me preenchia e afogava toda a minha dor.,-1,2,negative,
83,Nunca devemos esquecer de que somos nós os arquiteto do nosso próprio destino cada um tem o seu livre arbítrio de seguir a sua vida como quer.,0,3,neutral,
84,"Espero que seja muito feliz,que tenha uma velhice tranqüila seja sadio para cuidar de seus filhos eles precisam de você.",1,2,positive,
85,Não to aguentando mais segurar isso comigo.,-1,3,negative,
86,É muito triste saber que tenho uma irmã que me fez namorar um menino gay simplesmente pra abafar o romance dele com o meu sobrinho de 15 anos.,-1,3,negative,
87,"É mais triste ainda saber que ela me pressionava a perder a virgindade com ele, apoiava meu namoro, deixou eu me envolver até que me apaixonasse fortemente por ele.",-1,3,negative,
88,"To cansada de brigar com a minha mae, dela nunca estar do meu lado.",-1,3,negative,
89,"O pior de tudo , foi q ele terminou comigo, alegando que eu não podia ficar ate as 4 da manha na rua ",-1,3,negative,
90,"Esta noite a lua está tão linda, tão perfeita, uma obra prima de Deus.",1,3,positive,
91,"Sempre gostei de admirar o céu, de olhar as estrelas, entender o mistério que há lá em cima e quando olho a lua, ah lua!",1,3,positive,
92,"Ela me recorda tantas coisas lindas, é como se ela fosse cúmplice dos amantes, dos apaixonados e às vezes fico a observá-la e sinto uma paz muito boa.",1,3,positive,
93,Obrigada Deus por fazer tudo isso pra mim.,1,3,positive,
94,Te amo muito meu Pai!,1,3,positive,
95,"O meu namorado não tem estilo nenhum, me ajudem?",-1,2,negative,
96,"Gente eu sempre ando bem arrumada, cheirosa, maquiada do lado do meu namorado, nunca fiz ele passar vergonha em lugar nenhum.",0,2,neutral,
97,O povo até olha e não acredita que somos namorados.,0,3,neutral,
98,"Eu hoje estava vindo trabalhar de tomara que caia todo florido de salto bem alto, um coletinho de renda, maquiada de acordo com a roupa com um brinco de perola caidinho de rayban.",0,3,neutral,
99,"E meu namorado estava de bermuda jeans, uma polo, e um tênis da oakley que o pé esquerdo esta sem cadarço, todo rasgado, sujo.",-1,2,negative,
100,"É um nojo, ai eu peguei o ônibus da empresa e quando subi ele tiro um braço da blusa sabe e depois ia tirar o resto da camisa.",-1,3,negative,
101,"Que vergonha que eu passei no ônibus, ele todo maloqueiro.",-1,3,negative,
102,Eu comprei uma camisa gola V vermelha com zíper pra ele.,0,3,neutral,
103,Hoje é o meu aniversário.,0,2,neutral,
104,Já comecei mal o dia.,-1,3,negative,
105,"Minha mãe não lembrou, poucas pessoas lembraram.",-1,2,negative,
106,"E meu pai, com certeza não vai lembrar.",-1,2,negative,
107,"Sei la, a cada dia que passa eu desejo menos estar aqui.",-1,3,negative,
108,"Ano passado foi tudo muito ""perfeito"" e esse ano, nenhum pouco.",-1,2,negative,
109,"Quem eu mais esperei que fosse lembrar, não lembrou.",-1,2,negative,
110,Eu só quero que esse dia acabe logo.,-1,3,negative,
111,Eu cheguei da escola ontem normal almocei e eu estava com o fone de ouvido no ultimo volume.,0,3,neutral,
112,A minha prima de 4 anos estava na sala conversando com minha mãe ai eu simplesmente terminei e fui pra sala.,0,3,neutral,
113,"É tão dificil assim ela me amar, porque ela falo que eu não vou fazer diferença a unica coisa que eu queria era ser amiga da minha mãe mas ela me impede isso.",-1,3,negative,
114,"Acho que não vou passar pro ITB, muito menos pra FIEB.",-1,3,negative,
115,"Na do ITB eu acho que acertei umas 35, de 50.",0,3,neutral,
116,"Nunca me arrependi tanto, duvido que eu vou passar com esses acertos, pra passar em Edificações tem que acertar de 40 pra cima.",-1,3,negative,
117,Com certeza eu não vou ser uma das 24 pessoas que mais acertaram!,-1,2,negative,
118,Vou morrer de vergonha quando o resultado sair!,-1,3,negative,
119,"Todo mundo fica falando que eu já passei, mas eles não se tocam que eu escolhi o curso mais concorrido!",0,2,neutral,
120,"To muito mal, eu devia ter ouvido meu professor de matemática e escolhi um cursinho qualquer.",-1,3,negative,
121,Na da FIEB tenho menos chances ainda.,-1,3,negative,
122,odo mundo fica falando que eu vou passar mas eu sei que não.,-1,3,negative,
123,"Quarta feira à noite sai o gabarito, aí eu vou saber quantas eu acertei.",0,3,neutral,
124,"E dia 22 à noite sai a lista dos convocados, 28 a segunda lista, e depois, se houver, ainda tem a lista de vagas remanescentes.",0,3,neutral,
125,Mas eu acho que nem na de remanescentes eu vou estar.,-1,3,negative,
126,"Era muita gente, tenho certeza que os 24 que entrarem vão ter gabaritado a prova!",0,3,neutral,
127,Mas não é por isso se sente necessidade de viver anunciando suas qualidades.,0,2,neutral,
128,"Prefere a discrição, ficar quieto, observando e tomando suas próprias conclusões.",0,3,neutral,
129,Preocupa-se muito pouco com a opinião alheia.,0,3,neutral,
130,Tem uma grande sensualidade e sabe como explora-la muito bem.,1,2,positive,
131,"Tende a ser ciumento e possessivo, o que é um grande defeito.",-1,3,negative,
132,Seria bom tomar cuidado com certas manias.,0,2,neutral,
133,Pensei muito hoje em tudo que voces falaram pra mim.,0,3,neutral,
134,Minha insônia atingiu um nível crítico e finalmente eu resolvi ir para o psiquiatra pra ver o que ele podia fazer.,-1,2,negative,
135,Entrei lá decidida que só sairia com algum outro remédio além do antidepressivo.,-1,2,negative,
136," Ele me receitou zolpidem, um hipnótico, pra me ajudar a dormir.",0,3,neutral,
